,MSFT,GOOGL,AMZN,V,EQIX,ILMN,ROK,NEE,COST,ALB,SLB,^GSPC,^NDX,^IXIC,^DJI,^RUT,^VIX,XLK,XLC,XLY,XLF,XLRE,XLV,XLI,XLU,XLP,XLB,XLE,QQQ,SPY,AGG,TLT,GLD,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM
2018-09,0.0181609132442026,-0.0200681199199527,-0.0048243068342539,0.0217849964324035,-0.0074289715782522,0.0344671915945522,0.036250963582056,-0.0146974047417318,0.0075066638154421,0.0481286712086437,-0.0277690297540358,0.0042942874264617,-0.0035142370263601,-0.0077920499932021,0.0190061101303837,-0.0253798958557733,-0.0575427520119673,-0.0001926092848333,-0.0009635134693111,0.0053043773445335,-0.0221547102490284,-0.0264607378766099,0.0295423899261733,0.0217737284629855,-0.0064834136929931,0.0098723910031401,-0.017954241648083,0.0244599200367758,-0.0028164991694673,0.0059456239640096,-0.0061974877147226,-0.0286428396679946,-0.006607347245927,0.0006,-0.024900000000000002,-0.016200000000000003,0.006500000000000001,0.013600000000000001,0.0015,-0.001
2018-10,-0.0661014860947296,-0.0965139796055203,-0.2021917501830787,-0.0815512266434234,-0.1250897196368571,-0.1523183845494817,-0.1215338374615726,0.0292360638125388,-0.0266095257125985,-0.005612449482816,-0.1577475151032054,-0.0694033560936963,-0.0865993868549909,-0.0920231143718416,-0.0507421204718064,-0.1091378003685487,0.751650143786863,-0.0800478929151489,-0.0604078800209074,-0.1010066081738921,-0.0471357479862712,-0.0159461754350976,-0.0677879776651068,-0.1086737895336322,0.0197532151646013,0.0200257282449123,-0.0918347541605832,-0.1132820349076418,-0.0859570226101262,-0.0691045601962284,-0.0064407536054827,-0.0293057754400604,0.0211954535683758,-0.0764,-0.0438,0.0338,0.0103,0.036000000000000004,0.0019,-0.0206
2018-11,0.042683857568347,0.0174860108243373,0.0576717524524197,0.0298473801072105,0.0232591992790085,0.0846858326498998,0.0641053585343582,0.0600001715773534,0.0139956248828756,-0.029227946687695,-0.1210294164166384,0.0178593566547797,-0.0025965368342182,0.0033726354108472,0.0168301168596753,0.0144633056928373,-0.1488459687022321,-0.0196247473137453,-0.0223720694557384,0.0247674530419239,0.0262557703511252,0.0548456833514032,0.0808343597525906,0.0380657456641098,0.0353884311482082,0.0227231866551134,0.0380151160469293,-0.0156344332091324,-0.002649990760565,0.0185490055540831,0.0077152313958841,0.0178725224691203,0.0033868813241899,0.0171,-0.008100000000000001,0.0036,-0.0060999999999999995,0.004,0.0018,-0.014199999999999999
2018-12,-0.0840472311891592,-0.0582975781753327,-0.1113497000640443,-0.0689436610604055,-0.084925471290325,-0.1113185127649929,-0.1368589137792238,-0.043421102149613,-0.1192062858769416,-0.1968240264498458,-0.1912660635763047,-0.0917768946799725,-0.0890831315050789,-0.094844343009027,-0.0865753032420769,-0.1204679923200803,0.4067515498395377,-0.0837649476991093,-0.0798841815043006,-0.0795624500995197,-0.1112893396972301,-0.0734431142364938,-0.0935362538857146,-0.1065903560161157,-0.0399449586238643,-0.0891452990168802,-0.0688769509603436,-0.1243919435864614,-0.0866068996150288,-0.0880484523447048,0.0198125033370257,0.0585350653071352,0.0494201059306491,-0.0955,-0.0281,-0.0192,-0.0003,0.0024,0.0019,0.0175
2019-01,0.0281578337274539,0.0774479182817884,0.1443170900523207,0.0232678968697435,0.1175401241868363,-0.0671490725036517,0.1265280294031501,0.0296858490183911,0.0536057261831111,0.0474893249120149,0.2253320846376272,0.0786844016658261,0.0911330716143803,0.0974277604186251,0.0716841403723815,0.1118674577303409,-0.3481510761175416,0.0693771551027653,0.1174902473712053,0.0986767523585612,0.089000589348648,0.1074195356535192,0.0480867477252955,0.1142674909857528,0.0347696830219153,0.0513980720235944,0.0560173921482445,0.1121183912254324,0.0901071653308209,0.0800658444729742,0.0091084520384594,0.0037854397968861,0.0288659793814431,0.0836,0.0291,-0.0039000000000000003,-0.0073,-0.0165,0.0021,-0.086
2019-02,0.0773578570582087,0.0005862905765754,-0.0459059848796181,0.0990188523299888,0.0810727608594121,0.1178741757809267,0.059150942881168,0.055843602949597,0.0219016150261284,0.1308067126156835,0.0081447501563378,0.0297288893439271,0.0276088552391735,0.0344408812604086,0.0366536870682121,0.0507729673150809,-0.1080265537006708,0.0691007264006868,-0.0045524684499546,0.0131460125843057,0.0223593599308316,0.0110687914060811,0.0108082931085495,0.0636759625987606,0.0410882241581147,0.01779354901916,0.0318649144597618,0.0230482344499383,0.0299122998173313,0.032415567135934,-0.0011381404087211,-0.0137638095086517,-0.0060922014928294,0.0342,0.0172,-0.026600000000000002,0.0016,-0.0154,0.0018,0.0077
2019-03,0.0527533134253603,0.0446850893354018,0.0859357073135327,0.0544826422681719,0.0700353847461781,-0.0066502529264683,-0.0173609723148205,0.029831851354948,0.1069766127994675,-0.0981330957810955,-0.011121247541424,0.0179242562495884,0.0396250868806757,0.0261253582362592,0.0004892609777742,-0.0227286074602232,-0.0723951092121649,0.0476873040379677,0.0203070533038942,0.0365526803897333,-0.0255940849593934,0.049481909830324,0.0048191781371598,-0.0114948772682257,0.0279146116280764,0.0382298943929921,0.012529339783603,0.0212808307548575,0.0392454642277058,0.0181006254047257,0.0212263287562317,0.0557165514513007,-0.0159689955774862,0.011000000000000001,-0.0352,-0.0414,0.0088,-0.009000000000000001,0.0019,0.022400000000000003
2019-04,0.1073431864657314,0.0187528547786837,0.0818587454691699,0.0527564560658484,0.0033984382472675,0.004216432849543,0.0299211588391654,0.0057936327565109,0.0140000412754333,-0.0844112687004527,-0.0204268623273449,0.0393134983137379,0.0545741282544853,0.0473612582769533,0.0256175970684007,0.033427702748235,-0.0430342925562554,0.063648321726639,0.070558088877823,0.0546334010908551,0.0898486647681204,-0.0052458386314904,-0.0271388978939771,0.0397173649350588,0.0092833742289295,0.028515494603488,0.0351350437832063,-0.0001512414005895,0.0549928167936084,0.0408523482573472,-0.0020038436441259,-0.0199106390593093,-0.0066388425031241,0.0397,-0.0115,0.0213,0.0161,-0.0218,0.0021,-0.0291
2019-05,-0.049481006585819,-0.0771169539277619,-0.0786131967477928,-0.0173439762463465,0.073877035072313,-0.0163140794630388,-0.1715492997269946,0.0258346272435172,-0.0215982155565349,-0.1566744927144058,-0.1872070474119699,-0.0657777313668354,-0.0839816696713128,-0.0793340683436555,-0.066855078413904,-0.0790090395292988,0.4260670158287405,-0.0866471895215218,-0.0595167607673224,-0.0760389498103883,-0.0717345584504171,0.0122120481966747,-0.0221823185057508,-0.0764005306135724,-0.00783538455371,-0.0363888228148974,-0.0818102396426952,-0.1110269423630417,-0.0822516586389355,-0.063771378707745,0.0191086120687189,0.0683916434857281,0.0175742981554867,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0021,0.0756
2019-06,0.0831177230290463,-0.0214187969596353,0.0667917465500809,0.0757456874916135,0.038082268506806,0.19953723361954,0.1006382058362014,0.0335501746170916,0.1030135796016644,0.118022903747563,0.1619451884615708,0.0689301639982407,0.0761957306387655,0.0742089370639551,0.0719290374882923,0.0689734878629377,-0.1940138609509137,0.0893828445374587,0.047739871262038,0.0781591236733239,0.0665371024675611,0.016223814146451,0.0659402109665372,0.0792047049350326,0.0318632804333061,0.0521957277161639,0.1156373427371801,0.0939512748066639,0.0759003811108833,0.0695867942660124,0.010985931286662,0.0095014009691394,0.0800291491984899,0.0699,0.0019,-0.0064,0.0045000000000000005,-0.0055000000000000005,0.0018,-0.0226
2019-07,0.0172437323641234,0.1250461428225653,-0.0141791834936947,0.0256408716467908,-0.0043428995598966,-0.1867988472052738,-0.0186170470646909,0.0112760399850728,0.0430261556832691,0.0362161794871915,0.0057875798056099,0.0131281521669579,0.0231648875023455,0.0211309781554671,0.0099364278906659,0.0051322566742362,0.0689655783016578,0.0349819810689071,0.0316944556417408,0.0127516204940356,0.0235505160167548,0.0174055311580925,-0.0161917105664511,0.005166876165408,-0.0013416762104493,0.0234198624618571,-0.0027351305076592,-0.0158530494383839,0.0233480158563406,0.0151192726082234,0.0018178871451337,0.0025652458384224,7.514839229982861e-05,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0019,0.029300000000000003
2019-08,0.0150372393535935,-0.0227138677175895,-0.048473822697145,0.017308346302056,0.1128330332557945,-0.0602578906185897,-0.0437642048947907,0.0634230355333809,0.071770358310268,-0.1539200214421938,-0.1886417517305643,-0.0180916272405239,-0.0201024604429144,-0.0259974461365349,-0.0171599765196946,-0.050660176344201,0.177419265143099,-0.0153521551270906,-0.0246160234531136,-0.00944323077671,-0.0470795961123255,0.0481154179217668,-0.0059250188706143,-0.0264712933904791,0.050881512764042,0.0217061387203805,-0.0282826447434604,-0.083253509902623,-0.0189951532607418,-0.0167432314723113,0.0278277617200033,0.1104909080804665,0.0791231345612986,-0.0255,-0.0325,-0.04769999999999999,0.0053,-0.0062,0.0016,0.0748
2019-09,0.0084867613619141,0.0257112363439868,-0.0227327431597064,-0.0487225433039733,0.0368876949172438,0.081325075834796,0.0786048397902017,0.063492970827623,-0.0225611374200132,0.1322110868657842,0.0701535746539812,0.0171811779310206,0.0075998173595761,0.0045787405403661,0.0194502650778982,0.0190856746870684,-0.1443624782508989,0.0157284694825099,0.0021298574104362,0.0127144240875209,0.0454214127936913,0.0100320251144934,-0.0010555500048057,0.0301136681129039,0.0425165095887187,0.0175127892129975,0.0317980331100773,0.0393430736290114,0.0091785890826199,0.0194579561113628,-0.0061207410110224,-0.0267986296882416,-0.0339478600543478,0.014199999999999999,0.0029,0.0676,0.0182,0.0338,0.0018,-0.0674
2019-10,0.0312161272975186,0.0308401859761273,0.0234747012691118,0.0398233980953708,-0.0173715158857136,-0.0285976512710938,0.0436285262712132,0.0229623912764831,0.0334785499886061,-0.1262941878809862,-0.0433128497070502,0.020431770513684,0.0431488524198477,0.0366305862153664,0.0048074156670536,0.0256536207093149,-0.1859605632175093,0.0389914294496598,0.0222135112134129,0.0012428043231706,0.0249999053701037,-0.0002540047328106,0.0512591089137339,0.0113354946833152,-0.0075689373962829,-0.0042332754692012,-0.0001719283337894,-0.0209460650619743,0.0438008089981716,0.0221046787707677,0.0020811030547287,-0.0111322080222607,0.0256354697470075,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0015,0.0013
2019-11,0.0594627723603367,0.035978610677247,0.0135873012274039,0.0333167414940711,0.0045505019400398,0.0854087392530067,0.1452315103044235,-0.0137167300740067,0.0090878366750941,0.0763907998336068,0.1073723172889349,0.0340470377144999,0.0395665923558337,0.0449943513284123,0.037165241517165,0.0397133033167469,-0.0453858070613016,0.0536636078587526,0.0383244444190491,0.0132395443570125,0.0505226660713853,-0.0172895690640286,0.050026331409297,0.0449625599471241,-0.0186769526879304,0.0137343972439225,0.031792329477335,0.0160455748003589,0.0406939714240992,0.036198260885383,-0.000345540283264,-0.0040710262521748,-0.0320858828928857,0.0387,0.0039000000000000003,-0.02,-0.016399999999999998,-0.011399999999999999,0.0012,-0.026099999999999998
2019-12,0.0417490368038961,0.0270685947144067,0.026121694264473,0.0183731097684751,0.029725490315313,0.0342312165401503,0.0348754081319557,0.0356686335444731,-0.0196457766276986,0.1234569322987924,0.1259809012011215,0.02858981890573,0.0391959995202995,0.0354429583743216,0.0173620254440751,0.027066771747076,0.0919175798677687,0.0432060769725541,0.022578380944084,0.0276316134613432,0.0260927263111467,0.0114062404652393,0.0347531520544068,-0.0020109490754467,0.0329052712853199,0.024127364806245,0.0286242622212717,0.0602621937129754,0.0388636380358524,0.0290553795718753,-0.0004680156892297,-0.0319753856439329,0.0365587789338395,0.0276,0.009899999999999999,0.0173,0.0005,0.011899999999999999,0.0014000000000000002,-0.022400000000000003
2020-01,0.0794546365180051,0.0697258546032348,0.0870638027865227,0.058914339184972,0.0103308191215525,-0.1256104616689366,-0.0543248513574898,0.1075319895871056,0.0394666179976501,0.0991235495140325,-0.1664177310533823,-0.0016280928190489,0.0295931950479186,0.0198761594272145,-0.0098957813272819,-0.0326106631013836,0.3671988764636704,0.0399259418481703,0.0052209099562248,-0.0007973285475189,-0.0266407129247998,0.0144816377765197,-0.026703754081043,-0.0044188585109792,0.0674714758925285,0.0031756108712768,-0.0617063580846862,-0.1099266868266758,0.0303843672104162,-0.0004037019080089,0.0202902858242481,0.0769119227548351,0.0449965584969034,-0.0009,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0013,0.0602
2020-02,-0.0456882828119612,-0.065278715061032,-0.0622137201336305,-0.0851723228133141,-0.0246851543515513,-0.0841176441323183,-0.0376953973465129,-0.0526467845766649,-0.0778585515674182,0.0195568564880037,-0.1796434469486511,-0.0841104836384031,-0.058908870846695,-0.0637716218331811,-0.1007455751112853,-0.0852694446839373,1.1289809068734002,-0.0730094787830768,-0.0584306872741462,-0.0757261569652911,-0.1124834468767211,-0.06219722931906,-0.0658663507616459,-0.0990014324470451,-0.098579250754751,-0.0821460906692053,-0.0851987325272917,-0.1528817832354023,-0.0605743431633002,-0.0791658549824093,0.0158468165557252,0.0662646636954014,-0.0063617286318456,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,0.0012,-0.0024
